lca_id,used_in_sampleset,emission_factor_s1_per_euro,emission_factor_s2_per_euro,emission_factor_s3_per_euro,emission_factor_per_euro,nace_2_list,nace_section_list
01148258-e733-4044-a683-a1e8cbaacac4,true,0.036314,0.007522,0.096776,0.14061200000000001,"[""H52""]","[""Transportation and storage""]"
061ac6c7-3d7a-4b28-a4d5-74dca53824b0,true,0.311684,0.027068,0.129954,0.46870599999999996,"[""C23""]","[""Manufacturing""]"
722d695e-3199-4e73-b3b7-f3fb54ce9bb9,true,0.017628,0.017416,0.058698,0.093742,"[""G46""]","[""Wholesale and retail trade; repair of motor vehicles and motorcycles""]"
53179b97-3daa-4d4b-8db7-6e1a82a2055a,true,0.004481,0.011372,0.080492,0.09634499999999999,"[""N82""]","[""Administrative and support service activities""]"
c4f2feb7-fa4d-407c-9fe9-2d26c609f227,true,0.004752,0.009389,0.048353,0.062494,"[""K64""]","[""Financial and insurance activities""]"
12ee84f3-13dc-4137-b18b-67957da5da39,true,0.014641,0.020233,0.067546,0.10242,"[""Q88""]","[""Human health and social work activities""]"
d007bda9-ef0c-474c-aab2-8941a14210a7,true,0.022555,0.019041,0.052145,0.09374099999999999,"[""P85""]","[""Education""]"
876013da-c927-48f7-8b69-62f806d31d70,true,0.016012,0.010724,0.331737,0.358473,"[""C29"",""C30""]","[""Manufacturing""]"
4331eff2-d6d7-4e8f-8d06-50582c840f27,true,0.04295,0.016119,0.321104,0.380173,"[""C10""]","[""Manufacturing""]"
676ad5d9-380c-4294-9be8-1cdd959aa64c,true,0.022524,0.022254,0.075002,0.11978,"[""G47""]","[""Wholesale and retail trade; repair of motor vehicles and motorcycles""]"
77bbbda1-27ab-4e93-bddd-b865cb52fa49,true,0.180785,0.005799,0.044298,0.230882,"[""A01""]","[""Agriculture, forestry and fishing""]"
ab109c4d-466f-4f00-a248-05ba7dd776cd,true,0.023086,0.012049,0.030831,0.065966,"[""S94""]","[""Other service activities""]"
d6f576d5-8748-432a-b5ad-7b05948d9cb2,true,0.210848,0.089339,0.216258,0.516445,"[""H49""]","[""Transportation and storage""]"
84602439-dc30-4aaf-b4dd-035ed8cb9205,false,0.015339,0.017763,0.229027,0.262129,"[""C25""]","[""Manufacturing""]"
eccf97d3-fcaa-40e6-baff-5e1a470a3487,false,0.007653,0.012332,0.177913,0.197898,"[""C26"",""C28""]","[""Manufacturing""]"
1ed944b7-3dff-4b2d-a0ec-e45acca350ec,true,0.004915,0.005288,0.094822,0.10502500000000001,"[""C32""]","[""Manufacturing""]"
fab38583-f5a3-480b-b491-b237e45d8ac1,true,0.004481,0.011372,0.080492,0.09634499999999999,"[""N82""]","[""Administrative and support service activities""]"
5811c33d-d393-4ca4-83e4-1444ef7c0394,true,0.003366,0.006651,0.03425,0.044267,"[""K65""]","[""Financial and insurance activities""]"
9a5f7dc8-cda1-4f0c-835a-d2ccad9ee942,true,0.012061,0.004526,0.090173,0.10676000000000001,"[""C11""]","[""Manufacturing""]"
e44aae21-ca21-4642-83d5-772b2743ba75,true,0.469043,0.079424,0.309092,0.857559,"[""E38""]","[""Water supply; sewerage, waste management and remediation activities""]"
c022dce2-be5a-468b-9a3a-ee67be5e8f5c,true,0.011301,0.008081,0.145533,0.164915,"[""C29""]","[""Manufacturing""]"
48100d6f-b257-401d-8bad-942319aa974b,true,0.469043,0.079424,0.309092,0.857559,"[""E38""]","[""Water supply; sewerage, waste management and remediation activities""]"
2179284f-a745-4ff7-8021-24f9f4bfab54,true,0.004591,0.039564,0.169367,0.213522,"[""L68""]","[""Real estate activities""]"
9cd17f15-e46d-43bd-9812-ba5b0cb0ad03,true,0.007362,0.016358,0.250559,0.274279,"[""C24"",""C25"",""C27""]","[""Manufacturing""]"
ec2c0cbf-6bad-49ca-a9de-dbc8d31d00e5,true,0.01877,0.018545,0.062502,0.099817,"[""G46""]","[""Wholesale and retail trade; repair of motor vehicles and motorcycles""]"
40a8b44d-b0a8-4854-8fbe-02896e2379f2,true,0.003302,0.004793,0.0327,0.040795,"[""J59""]","[""Information and communication""]"
94940c58-bb04-4ce2-9f5b-b2fd9959041e,true,0.205906,0.040371,0.222429,0.46870599999999996,"[""B07""]","[""Mining and quarrying""]"
a7601035-fead-4cb4-9221-8465153d9eaf,true,0.019122,0.007176,0.142957,0.169255,"[""C10""]","[""Manufacturing""]"
466a02df-be7f-440e-8f9c-7d999f70f30c,true,0.038881,0.020293,0.051926,0.1111,"[""S94""]","[""Other service activities""]"
e6cadcc0-f9dc-4048-bef6-4e8827e8affb,true,0.054695,0.01133,0.145761,0.211786,"[""H52""]","[""Transportation and storage""]"
3d61839a-f453-4632-a5a4-84314c1fe77b,true,0.004125,0.035543,0.152155,0.19182300000000002,"[""F41"",""L68""]","[""Construction"",""Real estate activities""]"
e912813b-0f62-4776-a1de-e409349df30a,true,0.072591,0.02098,0.092176,0.185747,"[""C18""]","[""Manufacturing""]"
b43d29c4-6e42-448f-bc50-febc6da73016,true,0.009024,0.011112,0.049302,0.069438,"[""M73""]","[""Professional, scientific and technical activities""]"
9024088f-d3e7-46b3-a6fd-be442eaabf25,true,0.011004,0.007868,0.141703,0.160575,"[""C29""]","[""Manufacturing""]"
6aef9ee9-482b-4314-8475-40c94649f459,true,0.200571,0.084985,0.205717,0.49127300000000007,"[""H49""]","[""Transportation and storage""]"
27a9e396-e0e9-40ce-b0a0-b625e401c930,true,0.011415,0.015775,0.052663,0.07985300000000001,"[""Q86""]","[""Human health and social work activities""]"
fdbfffac-0530-4c50-8177-9624e4bc7d50,true,0.009904,0.011469,0.147881,0.16925400000000002,"[""C25""]","[""Manufacturing""]"
3014b6a5-cb30-4a3b-ab54-1c5a9ea51bf8,true,1.934941,0.062067,0.474117,2.4711250000000002,"[""A01""]","[""Agriculture, forestry and fishing""]"
c329339e-f1a6-4dd3-a3d9-10acdac76280,true,0.200571,0.084985,0.205717,0.49127300000000007,"[""H49""]","[""Transportation and storage""]"
47e0b603-c605-4f6a-b08f-0926e3b6287e,true,0.283617,0.030503,0.353353,0.667473,"[""C24""]","[""Manufacturing""]"
966da0e8-2245-48d4-878f-4cad30355e5a,true,0.003603,0.0043,0.059799,0.067702,"[""C26""]","[""Manufacturing""]"
56e05129-bb67-4598-9de4-c045abcf1c6b,true,0.401669,0.012884,0.098421,0.512974,"[""A01""]","[""Agriculture, forestry and fishing""]"
63f029e4-b006-41a9-8fea-292ef755b3b9,true,0.017991,0.024863,0.083002,0.12585600000000002,"[""Q86""]","[""Human health and social work activities""]"
